Keywords related to TRIZ and creativity
TRIZ : TRIZ
ARIZ : ARIZ
định hướng : Oriented
qui luật, quy luật : Laws / Trends of system evolution : quy luật phát triển của hệ thống
thử và sai : Trial and error
biện chứng : Dialectics
tư duy hệ thống : System thinking
logic, lôgich, lôgích, lôgic : Logic
lý tưởng, lí tưởng : Ideality
tình huống vấn đề : Problem situation
hệ thống : System
chức năng : Function
dự trữ : Resources
màn hình, 9N : System operator
mâu thuẫn : Contradiction
mâu thuẫn kỹ thuật : Technical contradiction
mâu thuẫn vật lý : Physical contradiction
maxi : Maxi problem : bài toán cực đại
mini : Mini problem : bài toán cực tiểu
biến đổi mẫu : (11) separation principles
thủ thuật, nguyên tắc : (40) basic creativity principles
lời giải tối ưu : Optimal solution
